Country Name,Country Code,Series Name,Series Code,1982 [YR1982],2012 [YR2012]
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.43946341,68.51956098
"Iran, Islamic Rep.",IRN,"Population, total",SP.POP.TOTL,41862373,76156975
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,3008.638599,7710.513314
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.89909756,74.79934146
Iraq,IRQ,"Population, total",SP.POP.TOTL,14437661,32780975
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,2950.291594,6649.248156
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.052,68.94973171
Ireland,IRL,"Population, total",SP.POP.TOTL,3485800,4586897
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,6167.559799,48976.92975
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.00378049,80.89512195
Isle of Man,IMY,"Population, total",SP.POP.TOTL,64817,85779
Isle of Man,IMY,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..
Isle of Man,IMY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..
Israel,ISR,"Population, total",SP.POP.TOTL,4031000,7910500
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,6095.934683,32818.85838
Israel,ISR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.1097561,81.70487805
Italy,ITA,"Population, total",SP.POP.TOTL,56543548,59539717
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,7534.341954,34844.49809
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.81463415,82.23902439
Jamaica,JAM,"Population, total",SP.POP.TOTL,2200100,2707805
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,1496.97574,5445.894718
Jamaica,JAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.86612195,75.29982927
Japan,JPN,"Population, total",SP.POP.TOTL,118449000,127561489
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,9428.87465,46679.26543
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.92292683,83.09609756
Jordan,JOR,"Population, total",SP.POP.TOTL,2359755,6318000
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,1983.542191,4896.688447
Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.1247561,73.74641463
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,14853993,16791425
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,..,12120.30534
Kazakhstan,KAZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.78780488,69.61
Kenya,KEN,"Population, total",SP.POP.TOTL,17559778,42542978
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,366.2676918,1184.923256
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.7997561,60.27278049
Kiribati,KIR,"Population, total",SP.POP.TOTL,60918,106620
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,486.8707877,1641.197419
Kiribati,KIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.23378049,65.59607317
"Korea, Dem. People‰Ûªs Rep.",PRK,"Population, total",SP.POP.TOTL,17899236,24763353
"Korea, Dem. People‰Ûªs Rep.",PRK,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..
"Korea, Dem. People‰Ûªs Rep.",PRK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.47302439,69.49419512
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,39326352,50004441
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,2075.941819,24453.97191
"Korea, Rep.",KOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.78414634,81.21341463
Kosovo,KSV,"Population, total",SP.POP.TOTL,1582000,1805200
Kosovo,KSV,GDP per capita (current US$),NY.GDP.PCAP.CD,..,3600.887
Kosovo,KSV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.19756098,70.49756098
Kuwait,KWT,"Population, total",SP.POP.TOTL,1518855,3419581
Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,14206.19711,50903.9046
Kuwait,KWT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.38314634,74.35185366
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,3759300,5607200
Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,..,1177.974735
Kyrgyz Republic,KGZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.65887805,70.00243902
Lao PDR,LAO,"Population, total",SP.POP.TOTL,3395113,6473050
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,..,1445.86945
Lao PDR,LAO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.70429268,65.2485122
Latin America & Caribbean (all income levels),LCN,"Population, total",SP.POP.TOTL,380466998,612617659
Latin America & Caribbean (all income levels),LCN,GDP per capita (current US$),NY.GDP.PCAP.CD,2189.594496,10070.43718
Latin America & Caribbean (all income levels),LCN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.00411917,74.48755315
Latin America & Caribbean (developing only),LAC,"Population, total",SP.POP.TOTL,315432096,513587153
Latin America & Caribbean (developing only),LAC,GDP per capita (current US$),NY.GDP.PCAP.CD,1924.844406,9156.44123
Latin America & Caribbean (developing only),LAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.04522486,74.15740609
Latvia,LVA,"Population, total",SP.POP.TOTL,2531080,2034319
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,..,13775.26158
Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.32829268,73.77804878
Least developed countries: UN classification,LDC,"Population, total",SP.POP.TOTL,413495920,888606627
Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,280.8540834,864.114732
Least developed countries: UN classification,LDC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.06187862,62.33010211
Lebanon,LBN,"Population, total",SP.POP.TOTL,2632281,4440728
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,..,9729.282193
Lebanon,LBN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.28270732,78.90846341
Lesotho,LSO,"Population, total",SP.POP.TOTL,1374044,2057331
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,237.9457081,1158.804222
Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.80468293,48.836
Liberia,LBR,"Population, total",SP.POP.TOTL,2036325,4190155
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,424.2609603,414.1851554
Liberia,LBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.80007317,60.20436585
Libya,LBY,"Population, total",SP.POP.TOTL,3450078,6283403
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,..,13035.1922
Libya,LBY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.41056098,71.64956098
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,26514,36791
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,19691.36156,149160.7581
Liechtenstein,LIE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,82.38292683
Lithuania,LTU,"Population, total",SP.POP.TOTL,3457179,2987773
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,..,14342.52348
Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.83682927,73.86341463
Low & middle income,LMY,"Population, total",SP.POP.TOTL,3462154612,5706299280
Low & middle income,LMY,GDP per capita (current US$),NY.GDP.PCAP.CD,564.5625051,3970.669537
Low & middle income,LMY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.36057653,69.08370817
Low income,LIC,"Population, total",SP.POP.TOTL,263493720,589368162
Low income,LIC,GDP per capita (current US$),NY.GDP.PCAP.CD,301.8462224,580.7538715
Low income,LIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.67417761,60.25992568
Lower middle income,LMC,"Population, total",SP.POP.TOTL,1577970025,2793168923
Lower middle income,LMC,GDP per capita (current US$),NY.GDP.PCAP.CD,430.4094017,1891.982644
Lower middle income,LMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.86288068,66.66334194
Luxembourg,LUX,"Population, total",SP.POP.TOTL,365525,530946
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,13164.73444,105447.0932
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.65346341,81.39268293
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,260921,557763
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,3915.571067,77078.82118
"Macao SAR, China",MAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.07812195,80.12317073
"Macedonia, FYR",MKD,"Population, total",SP.POP.TOTL,1954990,2069270
"Macedonia, FYR",MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,..,4709.511628
"Macedonia, FYR",MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.944,75.03126829
Madagascar,MDG,"Population, total",SP.POP.TOTL,9220693,22293720
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,382.4222399,444.9584938
Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.46563415,64.24665854
Malawi,MWI,"Population, total",SP.POP.TOTL,6483571,15700436
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,182.0129773,270.0875313
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.15982927,60.05029268
Malaysia,MYS,"Population, total",SP.POP.TOTL,14543585,29021940
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,1843.039431,10834.65908
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.65946341,74.42331707
Maldives,MDV,"Population, total",SP.POP.TOTL,169861,385000
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,282.2062969,6529.978071
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.89773171,76.46234146
Mali,MLI,"Population, total",SP.POP.TOTL,7386669,16112333
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,180.5623382,641.7938201
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.17702439,57.095
Malta,MLT,"Population, total",SP.POP.TOTL,325898,419455
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,3787.917514,21176.30998
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.3987561,80.74634146
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,33334,52663
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,1047.51905,3502.260704
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..
Mauritania,MRT,"Population, total",SP.POP.TOTL,1624310,3777067
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,461.8665222,1282.785101
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.40704878,62.56017073
Mauritius,MUS,"Population, total",SP.POP.TOTL,992521,1255882
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,1091.094699,9113.640643
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.76536585,73.86341463
Mexico,MEX,"Population, total",SP.POP.TOTL,72547995,122070963
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,2394.564422,9703.371017
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.49592683,76.35409756
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,78057,103516
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,3147.679202
"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.37358537,68.85070732
Middle East & North Africa (all income levels),MEA,"Population, total",SP.POP.TOTL,197659182,401144535
Middle East & North Africa (all income levels),MEA,GDP per capita (current US$),NY.GDP.PCAP.CD,2068.836467,8849.731658
Middle East & North Africa (all income levels),MEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.78662485,72.43953027
Middle East & North Africa (developing only),MNA,"Population, total",SP.POP.TOTL,177424668,344052017
Middle East & North Africa (developing only),MNA,GDP per capita (current US$),NY.GDP.PCAP.CD,..,4953.247959
Middle East & North Africa (developing only),MNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.92005544,71.8508616
Middle income,MIC,"Population, total",SP.POP.TOTL,3198660892,5116931118
Middle income,MIC,GDP per capita (current US$),NY.GDP.PCAP.CD,588.7313493,4360.630884
Middle income,MIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.40810029,70.10007325
Moldova,MDA,"Population, total",SP.POP.TOTL,3464000,3559519
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,..,2046.536787
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.02082927,70.7724878
Monaco,MCO,"Population, total",SP.POP.TOTL,27629,37404
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,41377.86644,..
Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..
Mongolia,MNG,"Population, total",SP.POP.TOTL,1777727,2808339
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,1435.767097,4377.23887
Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.28568293,68.6135122
Montenegro,MNE,"Population, total",SP.POP.TOTL,587001,620601
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,..,6586.721279
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.25570732,75.70507317
Morocco,MAR,"Population, total",SP.POP.TOTL,21070647,32984190
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,804.7399782,2931.4002
Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.09173171,73.36465854
Mozambique,MOZ,"Population, total",SP.POP.TOTL,12511864,25732928
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,288.9309671,564.8124631
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.66168293,54.21212195
Myanmar,MMR,"Population, total",SP.POP.TOTL,36098908,52543841
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,..,1421.497351
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.72326829,65.42778049
Namibia,NAM,"Population, total",SP.POP.TOTL,1056758,2291645
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,2013.761505,5679.958215
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.60246341,63.88114634
Nepal,NPL,"Population, total",SP.POP.TOTL,15596012,27500515
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,153.5921625,685.4967586
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.90217073,68.82331707
Netherlands,NLD,"Population, total",SP.POP.TOTL,14312690,16754962
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,10931.33842,49474.70561
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.98853659,81.10487805
New Caledonia,NCL,"Population, total",SP.POP.TOTL,145700,258000
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,6208.782634,..
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.9195122,77.12195122
New Zealand,NZL,"Population, total",SP.POP.TOTL,3156100,4408100
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,7656.46634,39504.96094
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.72439024,81.15609756
Nicaragua,NIC,"Population, total",SP.POP.TOTL,3435527,5877034
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,714.4463927,1779.867088
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.26656098,74.21246341
Niger,NER,"Population, total",SP.POP.TOTL,6299343,17635782
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,320.2893092,393.643423
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,40.40641463,60.07253659
Nigeria,NGA,"Population, total",SP.POP.TOTL,77729802,168240403
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,661.2323763,2739.852189
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.0835122,52.105
North America,NAC,"Population, total",SP.POP.TOTL,256921449,348928352
North America,NAC,GDP per capita (current US$),NY.GDP.PCAP.CD,14242.60038,51590.56589
North America,NAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.49043746,79.02296343
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,21393,53314
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..
Norway,NOR,"Population, total",SP.POP.TOTL,4114787,5018573
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,15224.89391,101563.7027
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.01097561,81.45121951
Not classified,INX,"Population, total",SP.POP.TOTL,..,..
Not classified,INX,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..
Not classified,INX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..
OECD members,OED,"Population, total",SP.POP.TOTL,1002134002,1255247572
OECD members,OED,GDP per capita (current US$),NY.GDP.PCAP.CD,8754.263946,37788.79058
OECD members,OED,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.96251045,79.78946045
Oman,OMN,"Population, total",SP.POP.TOTL,1290007,3545192
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,5856.339798,21533.8076
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.51719512,76.58956098
Other small states,OSS,"Population, total",SP.POP.TOTL,10642979,20130977
Other small states,OSS,GDP per capita (current US$),NY.GDP.PCAP.CD,992.5133172,4887.07327
Other small states,OSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.87059293,61.7378002
Pacific island small states,PSS,"Population, total",SP.POP.TOTL,1480475,2257903
Pacific island small states,PSS,GDP per capita (current US$),NY.GDP.PCAP.CD,1284.041656,3537.281329
Pacific island small states,PSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.23090807,69.53548143
Pakistan,PAK,"Population, total",SP.POP.TOTL,83427522,177392252
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,368.2953957,1266.380758
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.6824878,65.71687805
Palau,PLW,"Population, total",SP.POP.TOTL,12667,20756
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,..,10397.75803
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..
Panama,PAN,"Population, total",SP.POP.TOTL,2073826,3743761
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,2297.540874,10138.52113
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.93546341,77.23704878
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,3395798,7154870
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,697.5046718,2151.210277
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.05812195,62.29990244
Paraguay,PRY,"Population, total",SP.POP.TOTL,3366726,6379162
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,1505.156642,3858.036492
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.98378049,72.654
Peru,PER,"Population, total",SP.POP.TOTL,18225727,30158768
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,1164.096725,6388.845098
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.24970732,74.05765854
Philippines,PHL,"Population, total",SP.POP.TOTL,50068493,96017322
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,741.7871375,2604.655997
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.73241463,68.00707317
Poland,POL,"Population, total",SP.POP.TOTL,36230481,38063164
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,..,13142.04599
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.10243902,76.74634146
Portugal,PRT,"Population, total",SP.POP.TOTL,9911771,10514844
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,3080.252695,20577.40264
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.41463415,80.37317073
Puerto Rico,PRI,"Population, total",SP.POP.TOTL,3277453,3642281
Puerto Rico,PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,5115.008514,27752.04274
Puerto Rico,PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.90858537,78.92541463
Qatar,QAT,"Population, total",SP.POP.TOTL,277242,2015624
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,27400.9818,94407.40692
Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.36697561,78.22765854
Romania,ROM,"Population, total",SP.POP.TOTL,22515389,20058035
Romania,ROM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,8577.289214
Romania,ROM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.53170732,74.41219512
Russian Federation,RUS,"Population, total",SP.POP.TOTL,140823000,143201676
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,..,14078.83057
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.80609756,70.36585366
Rwanda,RWA,"Population, total",SP.POP.TOTL,5486431,10817350
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,256.4951847,667.4145823
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.71926829,62.79936585
Samoa,WSM,"Population, total",SP.POP.TOTL,157401,188901
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,770.1262421,4257.060935
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.9665122,72.98004878
San Marino,SMR,"Population, total",SP.POP.TOTL,21944,31172
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,98692,178484
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,..,1488.048003
Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.64217073,66.13390244
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,11247085,29496047
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,13624.77634,24883.18971
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.65878049,74.01602439
Senegal,SEN,"Population, total",SP.POP.TOTL,5888261,13780108
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,528.1148209,1019.27223
Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.93314634,65.31887805
Serbia,SRB,"Population, total",SP.POP.TOTL,..,7199077
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,..,5659.380204
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,74.83658537
Seychelles,SYC,"Population, total",SP.POP.TOTL,65780,88303
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,2248.587257,12844.85853
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.68292683,74.22682927
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,3224346,6043157
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,401.7440702,618.9472529
Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,40.87036585,49.74909756
Singapore,SGP,"Population, total",SP.POP.TOTL,2646466,5312437
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,6075.624157,54576.75725
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.68780488,81.99512195
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,..,34640
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,73.05365854
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5055099,5407579
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,..,17207.27921
Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.68902439,76.1097561
Slovenia,SVN,"Population, total",SP.POP.TOTL,1910334,2057159
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,..,22477.59756
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.05365854,80.12439024
Small states,SST,"Population, total",SP.POP.TOTL,17722554,29325988
Small states,SST,GDP per capita (current US$),NY.GDP.PCAP.CD,1638.663092,5894.905134
Small states,SST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.46380647,64.84853809
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,246502,549162
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,764.4809862,1866.707246
Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.6787561,67.50658537
Somalia,SOM,"Population, total",SP.POP.TOTL,6271538,10033630
Somalia,SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..
Somalia,SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.41434146,54.6902439
South Africa,ZAF,"Population, total",SP.POP.TOTL,28971839,52341695
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,2764.184855,7592.157997
South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.16719512,56.09831707
South Asia,SAS,"Population, total",SP.POP.TOTL,943662470,1675019307
South Asia,SAS,GDP per capita (current US$),NY.GDP.PCAP.CD,277.4772354,1374.278853
South Asia,SAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.92168461,67.43538543
South Sudan,SSD,"Population, total",SP.POP.TOTL,5007145,10980623
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,..,944.2828116
South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,39.40641463,54.727
Spain,ESP,"Population, total",SP.POP.TOTL,37942805,46773055
